"","Fiscal_year","ContractingOfficeCode","obligatedAmount","numberOfContracts","office_naics_hhi_obl","office_naics_hhi_k"
"449",2001,"03K0",60852,2,7200.80123103397,5000
"450",2001,"03K06",43133000,189,2448.83062336852,516.502897455278
"451",2001,"03K15",64589000,137,6615.18395500676,2384.25062603229
"452",2001,"03K45",927000,24,2750.57632175802,1527.77777777778
"453",2001,"03K47",7039000,89,1158.45125037043,556.747885368009
"454",2001,"03K84",384000,11,6527.77777777778,4380.1652892562
"455",2001,"03R6",2154424,25,4016.75413457113,1200
"456",2001,"0400",1515993524,13887,2113.02335423274,1904.00214584725
"457",2001,"04000",0,1,NA,10000
"458",2001,"04101",178000,2,10000,10000
"459",2001,"04114",7625000,3,7117.34368180597,3333.33333333333
"460",2001,"04146",629000,21,2397.90618262516,1927.43764172336
"461",2001,"04216",241000,12,3050.05079113652,1250
"462",2001,"0421E",132000,377,9849.63269054178,9789.48701531707
"463",2001,"04232",341000,11,3757.53562490863,2727.27272727273
"464",2001,"04283",2483000,24,3451.95334719913,1875
"465",2001,"04310",1109000,51,6544.52747867477,3886.96655132641
"466",2001,"0435H",3527000,60,1111.22597606427,933.333333333333
"467",2001,"04384",3413000,63,911.724865088579,1131.26732174351
"468",2001,"04389",22000,1,10000,10000
"469",2001,"043YK",272000,15,5331.1526816609,5200
"470",2001,"043ZP",25051000,302,2086.26264621282,2849.43642822683
"471",2001,"04423",5762000,19,9800.70748025249,9002.77008310249
"472",2001,"04431",2639000,37,1318.52193487348,3440.46749452155
"473",2001,"04463",146000,13,1942.20303996998,2189.34911242604
"474",2001,"0447U",17637000,479,2319.01841966044,3591.64229584076
"475",2001,"04532",10246000,57,10000,10000
"476",2001,"0453B",328000,25,7847.4494348602,8496
"477",2001,"04568",6486000,138,1312.88063790518,1343.20520898971
"478",2001,"045ZE",59000,11,3725.94082160299,2231.40495867769
"479",2001,"04604",8000,1,10000,10000
"480",2001,"04660",3221000,23,3416.67983152706,2741.02079395085
"481",2001,"0467",30865,4,4572.65980839885,3750
"482",2001,"04670",47000,1,10000,10000
"483",2001,"046W",-2088357,14,4263.20576400793,4693.87755102041
"484",2001,"04740",48000,2,10000,5000
"485",2001,"04741",4450000,16,9547.79346042166,8828.125
"486",2001,"04756",3777000,41,1907.31577755332,1814.39619274242
"487",2001,"0490",49873885,502,2025.43359148775,2010.84109776035
"488",2001,"04GG",75857,3,5183.85548618193,3333.33333333333
"489",2001,"04H1",1806891,13,6473.92486348792,5029.58579881657
"490",2001,"04KK",767439,14,10000,10000
"491",2001,"04M3",21148,2,5835.33545940239,5000
"492",2001,"04N7",971605,40,4199.97206815638,3987.5
"493",2001,"04P5",-4612,2,NA,10000
"494",2001,"04R3",57388,7,10000,10000
"495",2001,"04R4",5970,8,9731.43262675069,3125
"496",2001,"04T0",219752,5,8854.27165930453,2800
"497",2001,"04T1",47131.5,4,6844.30293819983,3750
"498",2001,"04U3",1488268,44,6118.14416782412,6415.28925619835
"499",2001,"0500",665500301,7210,979.250638952567,939.329141025814
"500",2001,"05000",0,31,NA,8189.38605619147
"501",2001,"05114",5096000,81,5771.0684919138,1412.89437585734
"502",2001,"05164",67000,3,5250.6126085988,5555.55555555555
"503",2001,"051A8",405000,21,2269.71498247218,1473.92290249433
"504",2001,"05241",69000,1,10000,10000
"505",2001,"052B1",1648000,22,4203.01306673579,1818.18181818182
"506",2001,"0531A",1255000,33,1929.5757210203,1368.2277318641
"507",2001,"054B0",60000,4,3000,2500
"508",2001,"05680",2007000,68,1194.98298059433,3473.18339100346
"509",2001,"0569R",6811000,153,1984.27188740904,930.838566363365
"510",2001,"056A1",6262000,148,1040.53070229082,2475.34696859021
"511",2001,"056A2",10000,1,10000,10000
"512",2001,"05C16",45000,1,10000,10000
"513",2001,"05E34",307000,6,10000,10000
"514",2001,"05G1",98216,8,3849.68992256407,3437.5
"515",2001,"05G2",112664,7,7129.17161884955,5918.36734693878
"516",2001,"05GG",3220,1,10000,10000
"517",2001,"05H7",7291,1,10000,10000
"518",2001,"05K3",519177,14,2496.04331561456,1530.61224489796
"519",2001,"05M6",167842,10,7267.2790770723,2400
"520",2001,"0600",4784999351,1084,6034.43544980746,3657.68099562914
"521",2001,"06000",86000,9,10000,2592.59259259259
"522",2001,"06125",1651000,65,2489.01148689871,1252.07100591716
"523",2001,"06240",1000,1,10000,10000
"524",2001,"06395",33336000,131,2254.31655892295,256.978031583241
"525",2001,"063A9",4863000,74,1632.48454919577,1588.75091307524
"526",2001,"063PX",1243000,28,1404.03961298315,765.30612244898
"527",2001,"06424",2172000,9,10000,10000
"528",2001,"0645S",8678000,104,842.308203237269,656.434911242604
"529",2001,"064KX",13410000,82,1176.92985690223,901.249256395003
"530",2001,"064PP",817000,17,4259.59079475467,2179.93079584775
"531",2001,"06526",1096000,25,10000,10000
"532",2001,"065T0",211000,17,1556.79342332832,1349.48096885813
"533",2001,"06612",125000,6,4416.64,2777.77777777778
"534",2001,"06613",25000,14,2576,2142.85714285714
"535",2001,"06740",108000,4,10000,10000
"536",2001,"067T0",5322000,73,2035.7853166276,1615.68774629386
"537",2001,"0700",664220426,6947,522.622987555056,554.32659655581
"538",2001,"07000",1870984,11,9622.06634683564,2727.27272727273
"539",2001,"07103",57000,1,10000,10000
"540",2001,"0719U",5000,1,10000,10000
"541",2001,"07217",8209000,9,10000,10000
"542",2001,"07245",15824000,125,1813.90358401466,1184.64
"543",2001,"07442",3200000,16,9530.330078125,7812.5
"544",2001,"0744L",192000,27,4286.02430555556,5089.16323731139
"545",2001,"07482",216000,78,5000,9500.32873109796
"546",2001,"074R5",21000,2,10000,10000
"547",2001,"07512",4961000,59,3251.00549454054,4087.90577420282
"548",2001,"07A12",361000,8,2469.82451024777,2500
"549",2001,"07C04",150000,10,2593.77777777778,1600
"550",2001,"07C27",23000,1,10000,10000
"551",2001,"07D15",212000,5,7503.11498754005,6800
"552",2001,"07D28",111000,7,2081.811541271,1836.73469387755
"553",2001,"07D55",6000,1,10000,10000
"554",2001,"07D79",53000,9,3898.18440726237,2592.59259259259
"555",2001,"07MN1",2403000,37,4172.43219176196,3265.15704894083
"556",2001,"08156",14000,1,10000,10000
"557",2001,"08167",14000,3,10000,10000
"558",2001,"08173",3978000,67,2771.0780332553,1410.11361104923
"559",2001,"08180",2379000,11,2768.74275241133,1404.95867768595
"560",2001,"08191",14000,1,10000,10000
"561",2001,"08197",2130000,29,1588.31360620688,1058.26397146254
"562",2001,"081J8",129000,3,3871.76251427198,3333.33333333333
"563",2001,"08241",257000,11,10000,10000
"564",2001,"082BH",194000,13,1984.8017855245,1479.2899408284
"565",2001,"082CS",992000,20,997.414802289282,1000
"566",2001,"082D7",2000,1,10000,10000
"567",2001,"082FT",12952000,128,1037.52628606179,593.26171875
"568",2001,"082HW",4284000,78,687.343564876931,641.025641025641
"569",2001,"082MK",1790000,44,858.150494678693,1033.05785123967
"570",2001,"082TS",56438000,98,3433.76032750562,2625.98917117868
"571",2001,"082X9",34964000,411,474.866488264046,680.258819211347
"572",2001,"08371",14829527.0313,288,2352.18489389078,3241.22299382716
"573",2001,"08379",2008000,19,1938.14383898668,1191.13573407202
"574",2001,"08399",1317000,34,1879.83319582886,1003.46020761246
"575",2001,"083A7",865000,10,2757.52614521033,1000
"576",2001,"083D5",1824000,37,951.753183671899,1161.43170197224
"577",2001,"083LO",87000,11,4030.91557669441,2561.98347107438
"578",2001,"08417",74000,9,3327.246165084,3827.16049382716
"579",2001,"08429",190000,8,10000,10000
"580",2001,"08447",7534000,39,10000,9026.95595003287
"581",2001,"08472",71000,7,8000.39674667725,7551.02040816326
"582",2001,"08499",445000,16,6420.35096578715,4375
"583",2001,"084M8",15247000,326,3779.16624433802,3197.89980804697
"584",2001,"084N8",17650000,159,740.961389294351,463.193702780744
"585",2001,"08520",143000,7,3488.19013154677,4285.71428571429
"586",2001,"087S",0,1,NA,10000
"587",2001,"08BP",10335952,57,1060.37199386573,550.938750384734
"588",2001,"0900",350073871,4409,753.208060275525,656.284046719629
"589",2001,"09000",132924,2,5792.62638004913,5000
"590",2001,"09104",68000,1,10000,10000
"591",2001,"09156",315000,5,5949.81103552532,4400
"592",2001,"091H2",2341000,32,4199.93908010966,3652.34375
"593",2001,"091S8",21959000,194,1473.76612953889,1211.0745031353
"594",2001,"091T5",798000,4,10000,10000
"595",2001,"091U4",1222000,6,4113.49749947096,5000
"596",2001,"091U9",4898000,126,1083.45069970477,718.065003779289
"597",2001,"091W8",903000,47,3508.8204146849,2720.68809416025
"598",2001,"091Y9",3449000,5,10000,10000
"599",2001,"091Z9",7554000,104,2191.93446164264,4476.70118343195
"600",2001,"09255",84000,2,5229.59183673469,5000
"601",2001,"09282",37000,2,10000,10000
"602",2001,"09360",5382000,40,2128.46170555443,725
"603",2001,"094TZ",10005000,133,956.074186794659,639.380405901973
"604",2001,"095CV",4793000,60,3143.85314038237,738.888888888889
"605",2001,"09A13",15428000,119,3862.85211611992,2590.91872042935
"606",2001,"09A14",1754000,4,4422.78213407634,3750
"607",2001,"09A23",2417000,19,3614.94543973704,3240.9972299169
"608",2001,"09A28",13391000,218,2782.33550877445,3466.87989226496
"609",2001,"09A40",3473000,37,4165.34229876994,1701.97224251278
"610",2001,"09A47",1667000,56,2571.76519105297,2704.08163265306
"611",2001,"09A55",2340000,31,8408.45569435313,7086.36836628512
"612",2001,"09A63",10198000,65,2599.35047195169,2440.23668639053
"613",2001,"09AD6",50000,1,10000,10000
"614",2001,"09JC2",162000,2,10000,10000
"615",2001,"09JHA",3173000,32,8528.71628316012,5351.5625
"616",2001,"09JNE",3161000,25,3040.72360059692,2960
"617",2001,"0BGMD",440950000,317,8838.03624129427,5562.69840480053
"618",2001,"0DPDV",88484000,298,1893.52105293888,1989.32480518896
"619",2001,"0EODV",573531000,804,3045.76966989695,2991.23165268186
"620",2001,"0KCDD",238761000,79,7993.0548577892,4222.07979490466
"621",2001,"0M00",1260719,30,4639.6837823651,3022.22222222222
"622",2001,"0SP0",0,1,NA,10000
"623",2001,"10000",156355599.4023,469,2155.29779006389,1202.34950741268
"624",2001,"10020",7228000,61,1181.27550789873,502.553077129804
"625",2001,"10101",483000,16,1750.03450136124,1093.75
"626",2001,"10202",1810220,24,1496.06988234056,625
"627",2001,"10303",3326000,44,1027.17345101771,1167.35537190083
"628",2001,"10407",10979000,38,2735.82607560023,2105.26315789474
"629",2001,"10502",465000,14,1265.94982078853,1122.44897959184
"630",2001,"10607",2276000,29,1358.05700939504,558.858501783591
"631",2001,"10611",5600,1,10000,10000
"632",2001,"10703",2443000,29,1688.09478290869,677.764565992866
"633",2001,"109",6032755.3809,14,5105.74247827831,3775.51020408163
"634",2001,"10907",3175883,40,1688.10070003455,625
"635",2001,"11000",15767559,173,2634.97925417921,1286.71188479401
"636",2001,"11003",1309658.1798,58,4147.46322898617,6242.56837098692
"637",2001,"11103",2673000,11,2803.92792460408,1404.95867768595
"638",2001,"11301",308575,6,3677.80624161464,2222.22222222222
"639",2001,"11402",206000,3,4189.36751814497,3333.33333333333
"640",2001,"11403",2581000,38,998.782417514453,637.119113573407
"641",2001,"11411",0,1,NA,10000
"642",2001,"11501",152000,3,4642.48614958449,3333.33333333333
"643",2001,"11520",189500,1,10000,10000
"644",2001,"116",784370,4,9117.9462220705,2500
"645",2001,"11704",4253000,39,1740.88314529255,1176.85733070348
"646",2001,"11804",-5451.5898,2,NA,5000
"647",2001,"12000",6515000,40,1968.60365727634,1175
"648",2001,"12120",1297000,34,8910.36131657838,9429.06574394464
"649",2001,"12310",13000,1,10000,10000
"650",2001,"12480",25562000,57,3907.64457802159,1418.89812249923
"651",2001,"13790",155000,4,2664.30801248699,2500
"652",2001,"14100",513000,6,5071.37998776452,2222.22222222222
"653",2001,"14300",1011000,19,1052.2726761313,692.520775623269
"654",2001,"14400",3336000,6,8399.54834693397,2222.22222222222
"655",2001,"14600",6061000,35,4449.59743678367,1444.89795918367
"656",2001,"14900",4197000,36,1832.22026421064,833.333333333333
"657",2001,"15000",428000,11,3295.81186129793,1570.2479338843
"658",2001,"15200",1434000,19,4316.69918531465,1080.3324099723
"659",2001,"15700",2501000,32,1866.95573669772,2187.5
"660",2001,"15900",149000,9,2845.36732579614,1604.93827160494
"661",2001,"16000",7129000,94,2250.11584895795,980.081484834767
"662",2001,"1644",122809,4,10000,10000
"663",2001,"17171",9422000,59,1486.16774237851,2324.04481470842
"664",2001,"17200",1441000,29,1590.90788694912,1010.70154577883
"665",2001,"17300",1563000,19,1456.00292103584,858.725761772853
"666",2001,"17700",1866000,12,7822.81568176048,5833.33333333333
"667",2001,"19400",5840000,16,3704.02045411897,1015.625
"668",2001,"1B01",271600,15,10000,10000
"669",2001,"20000",113794298.7402,655,1308.1562817396,1938.27865509003
"670",2001,"20020",4772000,41,2121.41199466854,1112.43307555027
"671",2001,"20101",3000,2,10000,10000
"672",2001,"20102",-1000,1,NA,10000
"673",2001,"20104",8586000,209,1362.8413941203,1040.04029211785
"674",2001,"20302",1418000,15,2577.22015083563,2000
"675",2001,"20403",473000,8,4369.34863160341,3125
"676",2001,"20507",4042000,23,2992.44621234583,1039.69754253308
"677",2001,"20704",385000,13,1952.09984820374,1124.26035502959
"678",2001,"20802",789000,14,3071.5812051189,1632.65306122449
"679",2001,"20903",1405000,61,2034.58473931162,739.048642837947
"680",2001,"21103",3377000,20,4792.9719139445,3350
"681",2001,"21203",3096001.85,35,3578.10584383677,955.102040816327
"682",2001,"21303",2054000,26,1949.8123550154,1183.43195266272
"683",2001,"21451",13461107.5625,147,1524.97203849609,366.051182377713
"684",2001,"21454",26000,1,10000,10000
"685",2001,"21602",3513501,45,1318.04503086552,1061.72839506173
"686",2001,"24B",2829567.4531,3,5954.4953320822,5555.55555555555
"687",2001,"26230",4929.7202,3,10000,3333.33333333333
"688",2001,"29000",274390000,3154,3885.22022605481,4552.76165905822
"689",2001,"2C31",6214,1,10000,10000
"690",2001,"30000",11726331.5225,183,534.715272874904,479.261847173699
"691",2001,"30020",2122000,13,2645.80211260161,2307.69230769231
"692",2001,"30106",1760000,20,3745.05063970569,1100
"693",2001,"30211",12416000,148,826.695233480889,293.097151205259
"694",2001,"30303",3399000,52,1720.22714743732,473.372781065089
"695",2001,"30401",18000,2,10000,5000
"696",2001,"30421",251000,1,10000,10000
"697",2001,"30503",4375820,41,1858.53622214146,898.274836406901
"698",2001,"30605",1341000,30,1694.71289525942,1577.77777777778
"699",2001,"30703",3375000,44,1106.90414266118,609.504132231405
"700",2001,"30803",1500000,19,2759.33333333333,2299.16897506925
"701",2001,"30903",5948000,24,3259.62791238513,798.611111111111
"702",2001,"31005",2894000,41,1247.10993218579,719.809637120761
"703",2001,"31101",183480,11,1869.62481860638,1735.53719008264
"704",2001,"31201",69000,7,2715.81600504096,3061.22448979592
"705",2001,"31303",1793000,19,1451.68140826613,803.324099722992
"706",2001,"31402",792000,22,1469.03267993163,1363.63636363636
"707",2001,"3142",8475683,17,5503.78444578988,1764.70588235294
"708",2001,"3148",3612,1,10000,10000
"709",2001,"31502",2731000,13,3007.4422517226,1005.91715976331
"710",2001,"3151",4180763,34,4544.95608877161,743.944636678201
"711",2001,"3198",2356870,9,3632.53509264157,1358.02469135802
"712",2001,"31ME",8868727,12,6031.7800700408,2777.77777777778
"713",2001,"3294",12776,1,10000,10000
"714",2001,"32KW",2613929,7,7888.05354662672,3061.22448979592
"715",2001,"3395",1097827.3199,57,1324.46029999692,1394.27516158818
"716",2001,"3434",206282,5,3694.24831681017,2800
"717",2001,"355",49903.5,1,10000,10000
"718",2001,"3604",1e+05,1,10000,10000
"719",2001,"3615",78402,4,5317.90693056196,3750
"720",2001,"3A75",217741,1,10000,10000
"721",2001,"3A94",238304,3,8579.88711947277,5555.55555555555
"722",2001,"3B19",47335,1,10000,10000
"723",2001,"3D47",3610163,10,9336.80017700633,6800
"724",2001,"3J19",18210,1,10000,10000
"725",2001,"3K06",5647984,31,2532.78722262446,1217.48178980229
"726",2001,"3K15",369379,4,4049.68151534208,2500
"727",2001,"3K45",232241,7,7120.46593088516,7551.02040816326
"728",2001,"3K47",74784,5,4476.02950741668,2800
"729",2001,"3R6",318037.8413,4,9467.56605154059,6250
"730",2001,"40000",10444368.0195,193,460.011829706965,340.680286719107
"731",2001,"40020",7906000,60,2380.33273746295,3350
"732",2001,"40105",226000,15,2944.63152948547,1911.11111111111
"733",2001,"40201",816000,8,2877.08455431829,1562.5
"734",2001,"40303",795000,13,5045.79661542667,1124.26035502959
"735",2001,"40401",30000,1,10000,10000
"736",2001,"40403",49000,1,10000,10000
"737",2001,"40412",0,1,NA,10000
"738",2001,"40425",130000,4,5029.58579881657,3750
"739",2001,"40433",104000,2,5223.74260355029,5000
"740",2001,"40437",108000,3,3518.51851851852,3333.33333333333
"741",2001,"40603",116000,4,2563.91200951249,2500
"742",2001,"40604",9777293.4375,42,9065.24105011063,4546.48526077097
"743",2001,"40605",50000,1,10000,10000
"744",2001,"40606",521.5,1,10000,10000
"745",2001,"40610",27000,1,10000,10000
"746",2001,"40614",44000,1,10000,10000
"747",2001,"40620",276000,7,8352.49947490023,7551.02040816326
"748",2001,"40633",90000,2,5061.72839506173,5000
"749",2001,"40703",224910,6,2254.21349901394,1666.66666666667
"750",2001,"40804",783000,9,3269.85841595617,1358.02469135802
"751",2001,"40809",71000,1,10000,10000
"752",2001,"40818",71000,1,10000,10000
"753",2001,"40819",155000,3,3716.54526534859,3333.33333333333
"754",2001,"40820",1822000,40,1799.15317241039,1800
"755",2001,"40821",93000,1,10000,10000
"756",2001,"40822",164000,5,2035.24687685901,2000
